"","범죄","깡패","전쟁","형량","양아치","판사","처벌","들이","사회","쓰레기","영화","민주","개월","진짜","부산","나라","사람","국민","부활","세상","인권","설치","칼침이","시민","경찰","동네","년개월","필요","격리","징역","하게","기자","전두환","해서","평생","범죄자","조폭들","노태","칠성","사형","인간","대한","민국","선포","범행","일반","하나","문신","단어","죄질","불량","청소","위험","잔혹","시대","검찰","생각","보복","대통령","근데","거리","하자","칼침","강력","장난","교도소","세기","최소","강화","한데","마약","뭔가","예전","서민","시절","돼지","누구","저러고","피해자","집단","정권","건달","판결","칼침을","누범","시급","태극","갱생","적용","공권력","안전","아이","표현","한심","사회악","정치","민생","수법","관심","이러니","이상","중요","문제","형님","가슴","요즘","사람들","싹다","어디","아무것","혼자","여자","무기","견찰","목적","자체","수준","이재","대하","뭐하노","기사","허벅지","위협","가해자","해체","폭력","살겠","특수","기간","핸드폰","신경","나이","옛날","그것","사용","harater","엄벌","외국","소속","친구","출신","개판","정부","만큼","감방","태형","에휴","타이틀","기본","부터","공무원","뿌리","아우","자기","조국","대우","등등","지금","후보","악어","도시","세력","판새","모하냐","국가","여기","장악","조직","파랑","활보","각하","계속","이런거","행동","때렸","다리","이럴땐","벌레","사살","세금","심판","우리","당선","이유","장기","지시","사범","토록","정리","아니가","칼빵","존재","해결","야쿠자","불법","파악","인생","기레기","상관","언론","자극적","제목","해운","고작년","두목","이름","저러다","처럼","깝치는","수차례","전과범","몽둥이","진정","개차반","최고","평범","불안","이거","구형","근절","주제","교화","개통","법안","통과","바다","아치","구속","경상","길거리","흉기","고생","상징","정상","불쌍","안되서","안타깝","지들이","반복","출소","전국","업적","최대","재활용","년월","방법","피고인","때문","문재앙","득세","여러","엄격","엉덩이","술잔","지폐","거지","재판","사건","꼬라지","조직원","실력","형벌","치안","방치","저들","무자비","장애","공부","ㅉㅉㅉ","현실","인정","미개","자리","정원","깃발","재수","개밥","복싱","년뒤","본문","비롯","정치권","저렴","교사","답답","목사","살인마","예비","절실","미화","캐스퍼","협박","활기","마리","생활","찢이나","가것네","흐미","관리","왠말이","처리","일수","고작","제정신","박멸","대선","손목","악성","관계","그냥","내사","성상","어지간","짜바리","결탁","거악","공인","년반","꼴아지","끝판","남미","무능력","사기","선동","였다","전무","고문","출마","펩시","왜케","긴급","싸거리","용광로","처넣어","개구리","우물안","특징","해외","엉망","인맥","한국을","올려보","지지율","하쟈","공도","귀가","밸런스","여성","고인","악의","축입니","막걸리","부근","슈퍼","벼슬","인양","잇새","안하","조직법","주변","훙기","년생","퇴소","교도관","구실","최곤데","지도자","동원","호구","법의","현장","기억","다수","만든거","안나네","용이","애들아","불가","불한당","실천","입발린","연장","경제","성장","기증","사형및","적출","확실","공손","구별","묻치나","본인","검거","권한","면책","선처","조항","짐승","체포","해지","협객","가능","불필요","되는거","붓싼","칼침도","징역년","벌금","검경도","즉결","가담","경력","기본권","살인","의식","낚시","떼창에","선정","칼침에","프레임","헛소리","고마해","무거따","너넨","십년","머하고","살려지","jo옷갵","이나라","항소","동수와","준석이","기강","모습","보수","유착","좌파","법좀","기번","한복판","그곳","안정","자연","이짓을","여러명","도시인","ㅈ을","골뱅이","나이트","동종","부킹","안봐도","조심","준강간","말세","내장","대가리","도끼","몇놈","사시","세계","소심","쌍칼","자가","최강","팔다리","골몰","불안감","의석수","조성","감빵","기별","이놈들","진급","검찰청","기득권","박탈","사기꾼","수사권","좌빨","중시","환호","좋것","진압","홍어","관대","하겟","뭐다냐","쓰는거","정식","이러네","문죄앙","후예","https","news","newsview","seoul","미친거","법집행","한거랑","스윗","여경","잡겠노","저걱들","나지않","단호","엄두","조장","평화","도움","제정","있다에","개정","뭐꼬","법개정","꼴깝들","찌질이","무습","두환","석열","끊이질","폭행","해도","가오만","오후시","쩔음","떳떳","시하","씁쓸","입장","그전","정의","판새야","계획적","중형","커녕","자상","한동안","가입","같은거","금지","날치기","동결","반응","붕괴","어떨까","일본도","토론","수장","푹살고","계양","하것냐","은요","찢죄명","영원","감수","억하","기존","선고","악질","종신형","태동","헬조","남자","대수","못꾸게","어린애","법정","주폭은","최악","안쓰노","와인","처마","무덤속","검경","난동","편안","학폭","돌아기","빨치산","였지","집권","이해","취급","썩엇음","부탁","사그리","하반신","일단","두눈","얼라들","분명","할거","부족","스스로","가로","강렬","광안","대교","몆명","목따야","빡에","스릴","인질","추락","부리","온몸","재부","청산","한자","허세","봤나보","저것들","활개","깽상도","클라","버릇","쌘척","양와","하고대","아깝","선수","야구","와전","개박","작전","저정도","분쇄","까짓것","남은생","두테르","한국의","갈궈","아사","구가","나올땐","무인도","반불","이참","찔렀네","존중","gussi","다수당","봣다","군사","일소","터치","득실","스물","바뀌","저런걸","때렸고","미쿡은","쭝꿔는","하사관","에혀","위대","ㄷㄷㄷ","대단","살기","와따마","구역","그때","특정","포기","하구","막쓰는","반성","사는곳","지방","바닥","u·ud·","막장","고담","배트맨","시티","구성","안잡냐","드라마","무리","이죄","ㅎㅎ","죄직이","총기","허용","칼싸움","경우","불구","잘못","죽어면","출동","할아범","가지","방해","죄목","shake","시작","이러냐","난리","친자","이놈","희생","인천","마사지","자멸","거기","군림","선의","외의","파무침","행패","하기","윤짜장","에칼침","ㆍㆍ","원가","한의","인물","명단","정치인","공산당","양성소","개설","꼬리표","저런짓","통장","활동","강등","기타","깡통","북한","빨갱이","싸구려","싸그리","이등병","임명","입대","장군","기지","에이","년줬어","일상","쥐꼬리","선배","있었겠","조롱","차이","개꿀","권도","만원","모욕","성질","섹히들","원권","자신","한잔씩","무서움","ㅉㅉ","으이그","전쟁는","기준","사법","대한아","게임장","직업","아니구","경기자","놓는구","난거","싸움","겁쟁이","무셔워","솜처","교민","국내용","한글도","안주","얼마","머하","검거시","로펌에","법치","칼들면","속어","으이","공정","상식","행보","본보기","부대","전원","투입","상고","옹호","쪽다","머했","꼴값","내용","척결","살고","액션","하는거","년뒤면","국어","빵점","강남","소각","핵교","긴박","놀이터","핏방울","반달","일반인","t석열이","결론","얘기","근대년","판새들","민간인","범단","관련","사진","이것","직접","강원도","잣대","진행","개검","난온다","웃움만","정신","과거","심장","잘못했","시즌를","해주길","강행","대다수","행정","소탕","잘할거","선량","언제","기업","년도","이후","조직도","가중범","하기사","마땅","아까","호텔","그걸","기생","뒷골목","뭔지","정화","년월이","상해","검사","무용담","유명","의원","일화","홍준표","푸슉푸","해제","애매","영웅","요즘뭐","가짜","민주른","양성","표창장","윤석렬","제거","겨우년","빵살고","혼돈","사전","연구회","작정","준비","쫄아","후한을","두둘겨","눈하나","알지뭐","훈장","우가","용어","하시","년여","참쉽다","시즌","이쯤","행정부","뒷배","조폭질","뭡니까","언어","정확","혐오감","못고친","노릇","등급","근데ㅣ","혹시","생명","방으","진실","도어","그사람","다들","다모","단순","뭔데","분석","아에","영상","물어보","객기","안부","바보","사자","짓거리","ㅡㅡ","계신","다른건","안쓴다","월일","되봐라","후회","휴가","계보","야간","잡아쳐","역대","어이","동수네","니가","올란다","주먹","판x야","둘다","무한","동민아","니들은","대기업","썪어","억대","이그","학생","칼맞은","칼빵한","답입니","윤대","통령","생축","지능","선택","엄중","갔다왔","군대","일할","중반","공장","넥타이","도려","암적","인존","이럴","입법","추방","현안","받겠","인도","마동석","오똑","화이팅","분리","수거","언론사","개뿔","기생충","부분","저딴","기승","독재","민주화","어째","이런게","ㅜㅜ","급증","시즌가","되겄다","몇넘만","새사람","처참","낙후","조각","종이","상당","ㅜ폭력","한몫","근데년","가석방","공간","수용","오래전","재소자","저놈들","중이","초과","주는구","소용","쌈질","문죄","으로","rony","가운데","것들이","국기","놀이","덧셈","디자인","막대","맹세","미국","반짝이","빨간색","색칠","심정","유치","태양","파란","한국은","기절","눈싸움","레슬링","만두","맨손","목조","븅신","스텝","시비","시청","실제","왼손","웃긴건","중학생","총분도","괸련이","당도","땡겨","석열아","한통속","그거","년대","본건","사고","언제적","하던거","할배","문재","부동산","힘셨지","거니깐","급소","미사일","북쪽","선제","아가리","이치","타격","가족","개혁","경미","공격","장관","문통땐"
"범죄",44,3,26,5,2,1,4,3,0,0,2,3,0,3,1,3,3,9,1,1,2,2,0,0,0,3,0,3,0,1,1,0,1,1,1,1,2,6,1,2,0,3,3,7,0,2,0,1,0,0,0,1,0,0,2,3,1,0,4,0,0,0,0,2,0,1,1,0,0,0,2,1,2,1,2,1,2,0,1,0,2,3,0,0,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,1,1,0,1,1,2,0,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"깡패",3,40,3,0,3,0,1,2,1,1,2,0,0,0,0,1,1,0,1,0,0,4,1,3,2,4,0,1,0,0,1,1,4,1,0,0,0,3,0,0,0,3,3,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"전쟁",26,3,27,0,1,3,1,3,0,0,2,2,0,2,0,1,0,8,0,0,2,2,0,0,0,1,0,3,0,0,0,0,1,1,1,1,2,5,1,1,0,2,2,7,0,2,0,1,0,1,1,1,0,0,2,3,0,0,4,0,0,0,0,1,0,1,1,0,0,0,2,1,2,1,2,1,1,0,1,0,2,3,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"형량",5,0,0,31,0,2,2,1,2,1,0,2,2,1,0,0,2,0,0,1,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
